"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YGR043C"	156.222823556093	-8.48311704608491e-07	0.00144268018357433	4.43869635087571e-09	9.26348882877998e-08
"YGR082W"	484.617600856766	-1.00163850263492e-05	0.00144235993653574	5.90585044170601e-08	1.00583059077138e-06
"YGR088W"	749.294130772868	-1.37687853902631e-05	0.00144270280559965	2.82624946879827e-10	6.83230631387123e-09
"YGR097W"	1024.71874111306	-9.4268573687891e-07	0.00144249251092562	2.38132308405333e-13	8.37156040351156e-12
"YGR109C"	54.5093123925659	-1.90307591912673e-05	0.00144269191830004	2.2654946579569e-08	4.10285451278475e-07
"YGR132C"	671.13250697225	-2.09238621345012e-05	0.00144248492901033	4.16156155065126e-12	1.29047668084818e-10
"YGR135W"	862.949029836038	-1.84977218779492e-06	0.00144247262388547	1.07410351486518e-11	3.15230201193023e-10
"YGR136W"	139.608597722304	-1.03623786142236e-05	0.0014426303850619	0.000121402566766617	0.000900790602622731
"YGR142W"	339.062369928609	-2.24480160088595e-06	0.00144267435741319	2.26174787523161e-12	7.21783035522942e-11
"YGR146C"	136.443948075332	-5.73980014093891e-06	0.00144267542041231	0.0001116185949679	0.000837649136208874
"YGR163W"	272.063358412419	-6.34507459696685e-06	0.00144256106832331	3.06124956018519e-05	0.000277199099292802
"YGR166W"	283.468475093608	-5.39786210741637e-06	0.00144255018925501	3.26078219748062e-14	1.21109503764054e-12
"YGR167W"	407.848050373722	-8.17946734913904e-06	0.00144256330296665	4.3343378112485e-05	0.000377428415361966
"YGR185C"	2377.68127846657	-1.60953242824925e-05	0.00144235560111379	1.28352932165909e-05	0.00013001420278254
"YGR190C"	12.042812244339	-7.24398952217038e-07	0.00144268774814362	3.62140422614035e-05	0.000322589585130713
"YGR193C"	380.745067804682	-7.190504692306e-06	0.00144254089234169	5.94738808170779e-10	1.37669469187137e-08
"YGR218W"	3163.49336705685	-1.66475147947205e-05	0.00144247975995488	9.25422602614772e-07	1.23904851111803e-05
"YGR231C"	699.156116462826	-2.07609067016055e-06	0.00144236697005916	5.73269152103272e-07	7.98447331764175e-06
"YGR234W"	6281.5073422688	-2.91576103016923e-06	0.00144264667330184	7.81018988416103e-05	0.000624749901245044
"YGR250C"	676.282617667963	-6.41489959437168e-06	0.00144264260335647	3.12246900882024e-12	9.82158433683456e-11
"YGR266W"	683.95956184064	-1.14311368884017e-05	0.00144257407511707	5.07881760634191e-11	1.36278150792211e-09
"YGR281W"	1773.6240802563	-5.04144568337053e-08	0.00144263160692689	2.16336304189434e-08	3.93959796050233e-07
"YGR294W"	6.26397775265706	-1.29266749309231e-06	0.00144268560067422	1.01216014291205e-05	0.000104621710369556
"YGR295C"	877.725366898641	-9.36261479919561e-06	0.00144254417321105	1.36817381524167e-10	3.4861917292243e-09
"YHL033C"	6287.80156171439	-7.4618282386361e-06	0.00144257524745754	1.36162135614509e-05	0.000135420556661087
"YHR007C"	8733.52359037288	-3.75855684963945e-06	0.00144251281319416	3.02017556636052e-09	6.36366479911988e-08
"YHR030C"	692.597648364669	-1.06111775747207e-05	0.0014426336018224	7.54078370983441e-14	2.75406178380286e-12
"YHR043C"	188.522403978515	-5.60580472197985e-06	0.00144262627880127	6.74174054134758e-05	0.000552620976543877
"YHR047C"	782.23505710711	-8.65910454372346e-06	0.00144257408980354	3.18054374603702e-06	3.78784322218249e-05
"YHR067W"	154.015642073228	-2.94453812657508e-06	0.00144260956582378	2.61399334950393e-07	3.99637029759042e-06
"YHR082C"	1347.7235327191	-1.2323387845891e-05	0.00144251719049599	7.89248221165488e-06	8.42291851613948e-05
"YHR087W"	202.88483800712	-3.76668699946628e-06	0.00144268691060815	0.00012410495342661	0.000915326890775478
"YHR157W"	58.5718664825876	-2.98292749108699e-07	0.0014426839015624	2.58920202727231e-11	7.18203127733679e-10
"YHR178W"	195.846297741145	-5.03522518873738e-06	0.00144256777016537	9.50258152041785e-06	9.86887376227914e-05
"YHR209W"	140.039716243235	-5.51333906339171e-06	0.00144266414270327	4.51478268955117e-12	1.39343574653096e-10
"YHR214C-B"	330.190951828229	-8.10994605487548e-07	0.00144265972779635	1.70977896374308e-43	2.04365216502673e-41
"YIL014C-A"	72.6540220569012	-1.87027195525598e-07	0.00144262811404421	2.13233983701315e-05	0.00020227997241738
"YIL037C"	15.9835530388476	-1.42203458625009e-07	0.00144268410165155	2.8785100643293e-05	0.00026261449774044
"YIL041W"	1918.46304467736	-1.46197630821009e-05	0.001442338377399	7.14978455911947e-11	1.88765797958439e-09
"YIL048W"	1159.10049284746	-7.56256654121814e-07	0.00144241104398428	1.78456068187387e-05	0.000173289540954783
"YIL049W"	132.74339350081	-3.42433415083137e-06	0.00144256929366169	9.97897235996091e-05	0.000770400348896655
"YIL050W"	210.690980160902	-1.60564420433629e-05	0.00144257814535325	1.04998278928807e-06	1.38885047420116e-05
"YIL051C"	1108.81074689527	-7.88771116708929e-06	0.00144254892792527	1.56421808966696e-18	8.16124581069095e-17
"YIL073C"	39.881669791001	-8.82800271728776e-07	0.00144267194653957	1.20405663597809e-06	1.56741947028118e-05
"YIL076W"	478.007032955617	-1.19574240860656e-06	0.00144259166669481	6.30225799985862e-10	1.44863790528219e-08
"YIL107C"	236.458336976074	-5.69405090834423e-06	0.00144261495846777	5.0460571693352e-13	1.71879688244609e-11
"YIL118W"	444.387363038266	-1.64622414939334e-05	0.00144244199904104	7.66192726104456e-09	1.49909255399128e-07
"YIL133C"	7120.03056663475	-1.19629047489073e-05	0.00144256909122803	5.99842201427959e-08	1.0189567525032e-06
"YIL134W"	234.893621815064	-1.52065074792805e-07	0.0014426683012587	3.05118666940037e-07	4.55875026469046e-06
"YIR022W"	258.409083699028	-9.14332058710989e-06	0.00144259837568123	9.73161152596252e-05	0.000754610791322002
"YIR031C"	2503.42019187933	-1.80158807992326e-07	0.0014426692285191	3.98323553873825e-10	9.35206801130903e-09
"YIR039C"	137.395822771062	-2.19774996471532e-06	0.00144266980400345	1.02999218352944e-06	1.36607442695982e-05
"YIR042C"	110.320861774772	-1.58419269885852e-05	0.0014427123554131	4.64229498257791e-05	0.000398933950528983
"YJL001W"	749.358251821684	-5.31856885949779e-06	0.00144253531305572	9.91586922039974e-20	5.61760912384451e-18
"YJL008C"	1675.83271900169	-4.0848796156523e-06	0.00144248914776833	9.46653494646452e-06	9.84699378766737e-05
"YJL019W"	235.052307927241	-3.05291913630402e-07	0.00144252120545203	1.67808616442997e-16	7.40385130534406e-15
"YJL029C"	423.582359386916	-1.30026502778425e-05	0.00144251340058818	1.14894235150647e-05	0.000117650265090398
"YJL036W"	162.922389087717	-7.98796340949203e-06	0.00144256239031992	4.87632156165436e-08	8.50316656400949e-07
"YJL088W"	1648.63690657673	-2.99671198813729e-06	0.00144263897254053	3.61990020742194e-07	5.32376375024426e-06
"YJL099W"	214.983922321288	-2.74356434913444e-06	0.0014425691589046	1.78045485230647e-06	2.21261062364135e-05
"YJL107C"	146.543779588634	-3.17295390399489e-06	0.00144267012789568	6.33959541669031e-10	1.4521428665269e-08
"YJL138C"	4886.16032427477	-2.76839029491084e-05	0.00144252902968045	7.20182048568029e-09	1.42176480098685e-07
"YJL144W"	25.7698587018945	-4.40722949644545e-06	0.00144268457418676	1.10347711324817e-07	1.78237310626375e-06
"YJL160C"	18.0400286674081	-2.08345733703193e-06	0.00144267787382347	5.22310627510074e-06	5.88965705874996e-05
"YJL165C"	507.471876232936	-6.18680442135246e-06	0.00144258262340659	4.71349095159123e-07	6.72134655280703e-06
"YJL166W"	401.935377831296	-2.62679623021182e-05	0.00144254121214053	9.20079430192024e-12	2.72459557391098e-10
"YJL190C"	8363.0465832599	-5.41770553812083e-06	0.00144254828435699	2.40593997929259e-05	0.000224668315679965
"YJR006W"	255.640271048334	-2.06379420250124e-06	0.00144253845177193	1.29958395843079e-05	0.000131236020625561
