"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YHR057C"	248.715030215057	1.56633149995935e-05	0.00144259855748727	1.31293162307643e-07	2.10005170075534e-06
"YHR077C"	578.556285064964	1.17534832208679e-06	0.00144251579230582	0.000124376774778268	0.000915326890775478
"YHR084W"	567.092469069731	2.52779754245869e-05	0.00144256694204898	2.88092884823213e-77	7.57569049931122e-75
"YHR114W"	220.673004339184	7.35114886917133e-06	0.00144255626006585	2.32057157785405e-10	5.71364702352529e-09
"YHR144C"	111.720103959507	6.87155301785325e-06	0.00144258628146459	6.30462205401404e-05	0.000520032438934609
"YHR146W"	589.575625332257	6.82970717566324e-06	0.00144255849379012	4.33462813505148e-05	0.000377428415361966
"YHR154W"	418.052193889911	5.63429756547742e-06	0.00144257838419973	1.76225365629822e-25	1.34709948098889e-23
"YHR162W"	2378.79860573676	1.07242175261889e-06	0.00144249254066906	2.37937060532359e-05	0.000223041356063695
"YHR200W"	1020.71454340116	1.79274867292437e-05	0.00144259901556949	1.42109935187838e-11	4.09750313124932e-10
"YHR205W"	1599.61202901107	6.85509584948211e-06	0.00144237061152943	9.98450102312063e-05	0.000770400348896655
"YHR215W"	45.0223321071898	1.24782226180007e-06	0.00144266440374027	1.07392661053207e-05	0.000110485031887916
"YIL013C"	159.4589164551	7.24655476097523e-06	0.00144267485326353	9.39270612489626e-05	0.000732475089739834
"YIL015W"	1266.14444053309	1.23335402655262e-05	0.00144267650629111	2.04427412116533e-163	1.22173255204917e-160
"YIL022W"	506.449397795205	6.31905010186312e-06	0.00144250740984393	1.0227238667997e-10	2.64700263792963e-09
"YIL055C"	100.004193224203	5.02845135487128e-06	0.00144267726808136	1.26529127630731e-09	2.79128350686048e-08
"YIL061C"	56.9605843008572	4.70085677326913e-06	0.0014426459676783	1.35818569380342e-05	0.000135283526531268
"YIL082W-A"	118.579290151292	0.359941259572644	0.215713429972716	1.31421560967018e-24	9.49412463513381e-23
"YIL122W"	70.1228740676957	6.5003924871841e-07	0.00144264909302309	4.62892434003911e-07	6.61533665465589e-06
"YIL138C"	219.515961783655	1.1468912741875e-05	0.00144259704721704	8.67215206935721e-05	0.000682763206035381
